source,station,station_id,period_start,period_end,products,source_scale_m,valid_pixels,total_pixels,valid_area_m2,total_area_m2,coverage_pct
HLS,Bananera,00000000000000000002,2022-06-26,2022-07-04,49,30,0.0,243.75686274509803,0.0,214272.54065539807,0.0
HLS,Manglar,00000000000000000003,2022-06-26,2022-07-04,49,30,26.87058823529413,241.91372549019607,23609.517874444704,212555.60338039036,11.107454943068715
HLS,Bosque seco,00000000000000000004,2022-06-26,2022-07-04,49,30,243.64705882352945,243.64705882352945,214272.15992838528,214272.15992838528,100.0
S2,Pastos limpios,00000000000000000000,2022-06-26,2022-07-04,4,20,534.4941176470587,545.6705882352941,208799.59050364772,213165.6486693139,97.95180030510484
S2,Palma,00000000000000000001,2022-06-26,2022-07-04,4,20,32.74901960784314,545.6039215686275,12794.912595262715,213165.1321457805,6.002347788526907
S2,Bananera,00000000000000000002,2022-06-26,2022-07-04,4,20,384.30980392156874,545.5333333333333,150144.27020132024,213131.89231938383,70.44664623740357
S2,Manglar,00000000000000000003,2022-06-26,2022-07-04,4,20,498.01960784313724,545.850980392157,194480.382341811,213158.9788100297,91.23724622228308
S2,Bosque seco,00000000000000000004,2022-06-26,2022-07-04,4,20,545.3686274509803,545.3686274509803,213163.19644153066,213163.19644153066,100.0
HLS,Pastos limpios,00000000000000000000,2022-07-04,2022-07-12,40,30,141.1843137254902,243.78431372549025,124095.5022290996,214276.69850116826,57.913671013753756
HLS,Palma,00000000000000000001,2022-07-04,2022-07-12,40,30,243.80784313725482,243.80784313725482,214323.03965705412,214323.03965705412,100.0
HLS,Bananera,00000000000000000002,2022-07-04,2022-07-12,40,30,163.12941176470588,243.75686274509803,143397.6131948435,214272.54065539807,66.92300037897131
HLS,Manglar,00000000000000000003,2022-07-04,2022-07-12,40,30,241.91372549019607,241.91372549019607,212555.60338039036,212555.60338039036,100.0
HLS,Bosque seco,00000000000000000004,2022-07-04,2022-07-12,40,30,243.64705882352945,243.64705882352945,214272.15992838528,214272.15992838528,100.0
S2,Pastos limpios,00000000000000000000,2022-07-04,2022-07-12,2,20,545.6705882352941,545.6705882352941,213165.6486693139,213165.6486693139,100.0
S2,Palma,00000000000000000001,2022-07-04,2022-07-12,2,20,146.81176470588238,545.6039215686275,57358.87339561313,213165.1321457805,26.908187478046948
S2,Bananera,00000000000000000002,2022-07-04,2022-07-12,2,20,545.5333333333333,545.5333333333333,213131.89231938383,213131.89231938383,100.0
S2,Manglar,00000000000000000003,2022-07-04,2022-07-12,2,20,545.850980392157,545.850980392157,213158.9788100297,213158.9788100297,100.0
S2,Bosque seco,00000000000000000004,2022-07-04,2022-07-12,2,20,545.3686274509803,545.3686274509803,213163.19644153066,213163.19644153066,100.0
HLS,Pastos limpios,00000000000000000000,2022-07-12,2022-07-20,66,30,86.10980392156866,243.78431372549025,75686.95918495323,214276.69850116826,35.32206708166197
HLS,Palma,00000000000000000001,2022-07-12,2022-07-20,66,30,175.7019607843137,243.80784313725482,154453.44708060462,214323.03965705412,72.06572253162844
HLS,Bananera,00000000000000000002,2022-07-12,2022-07-20,66,30,34.85490196078432,243.75686274509803,30638.855538880583,214272.54065539807,14.299011644312957
HLS,Manglar,00000000000000000003,2022-07-12,2022-07-20,66,30,241.91372549019607,241.91372549019607,212555.60338039036,212555.60338039036,100.0
HLS,Bosque seco,00000000000000000004,2022-07-12,2022-07-20,66,30,243.64705882352945,243.64705882352945,214272.15992838528,214272.15992838528,100.0
S2,Pastos limpios,00000000000000000000,2022-07-12,2022-07-20,4,20,545.6705882352941,545.6705882352941,213165.6486693139,213165.6486693139,100.0
S2,Palma,00000000000000000001,2022-07-12,2022-07-20,4,20,545.6039215686275,545.6039215686275,213165.1321457805,213165.1321457805,100.0
S2,Bananera,00000000000000000002,2022-07-12,2022-07-20,4,20,536.1019607843137,545.5333333333333,209447.20853953646,213131.89231938383,98.27117202416343
S2,Manglar,00000000000000000003,2022-07-12,2022-07-20,4,20,545.850980392157,545.850980392157,213158.9788100297,213158.9788100297,100.0
S2,Bosque seco,00000000000000000004,2022-07-12,2022-07-20,4,20,545.3686274509803,545.3686274509803,213163.19644153066,213163.19644153066,100.0
HLS,Pastos limpios,00000000000000000000,2022-07-20,2022-07-28,53,30,0.0,243.78431372549025,0.0,214276.69850116826,0.0
HLS,Palma,00000000000000000001,2022-07-20,2022-07-28,53,30,0.0,243.80784313725482,0.0,214323.03965705412,0.0
HLS,Bananera,00000000000000000002,2022-07-20,2022-07-28,53,30,0.0,243.75686274509803,0.0,214272.54065539807,0.0
HLS,Manglar,00000000000000000003,2022-07-20,2022-07-28,53,30,9.5921568627451,241.91372549019607,8428.041086473651,212555.60338039036,3.9650994621820415
HLS,Bosque seco,00000000000000000004,2022-07-20,2022-07-28,53,30,37.27058823529412,243.64705882352945,32777.03860341989,214272.15992838528,15.296918934487211
S2,Pastos limpios,00000000000000000000,2022-07-20,2022-07-28,4,20,0.0,545.6705882352941,0.0,213165.6486693139,0.0
S2,Palma,00000000000000000001,2022-07-20,2022-07-28,4,20,0.0,545.6039215686275,0.0,213165.1321457805,0.0
S2,Bananera,00000000000000000002,2022-07-20,2022-07-28,4,20,125.42352941176469,545.5333333333333,49001.256965068744,213131.89231938383,22.99104860929919
S2,Manglar,00000000000000000003,2022-07-20,2022-07-28,4,20,289.6078431372549,545.850980392157,113094.0214245367,213158.9788100297,53.05618466362034
S2,Bosque seco,00000000000000000004,2022-07-20,2022-07-28,4,20,446.5803921568627,545.3686274509803,174550.5838894713,213163.19644153066,81.88589156259414
HLS,Pastos limpios,00000000000000000000,2022-07-28,2022-08-05,59,30,0.0,243.78431372549025,0.0,214276.69850116826,0.0
HLS,Palma,00000000000000000001,2022-07-28,2022-08-05,59,30,0.0,243.80784313725482,0.0,214323.03965705412,0.0
HLS,Bananera,00000000000000000002,2022-07-28,2022-08-05,59,30,0.0,243.75686274509803,0.0,214272.54065539807,0.0
HLS,Manglar,00000000000000000003,2022-07-28,2022-08-05,59,30,205.96078431372547,241.91372549019607,180965.69330599927,212555.60338039036,85.13804878723538
HLS,Bosque seco,00000000000000000004,2022-07-28,2022-08-05,59,30,86.49019607843141,243.64705882352945,76062.57055927342,214272.15992838528,35.498111646746494
S2,Pastos limpios,00000000000000000000,2022-07-28,2022-08-05,2,20,0.0,545.6705882352941,0.0,213165.6486693139,0.0
S2,Palma,00000000000000000001,2022-07-28,2022-08-05,2,20,0.0,545.6039215686275,0.0,213165.1321457805,0.0
S2,Bananera,00000000000000000002,2022-07-28,2022-08-05,2,20,0.0,545.5333333333333,0.0,213131.89231938383,0.0
S2,Manglar,00000000000000000003,2022-07-28,2022-08-05,2,20,0.0,545.850980392157,0.0,213158.9788100297,0.0
S2,Bosque seco,00000000000000000004,2022-07-28,2022-08-05,2,20,0.0,545.3686274509803,0.0,213163.19644153066,0.0
HLS,Pastos limpios,00000000000000000000,2022-08-05,2022-08-13,55,30,0.0,243.78431372549025,0.0,214276.69850116826,0.0
HLS,Palma,00000000000000000001,2022-08-05,2022-08-13,55,30,0.0,243.80784313725482,0.0,214323.03965705412,0.0
HLS,Bananera,00000000000000000002,2022-08-05,2022-08-13,55,30,0.0,243.75686274509803,0.0,214272.54065539807,0.0
HLS,Manglar,00000000000000000003,2022-08-05,2022-08-13,55,30,0.0,241.91372549019607,0.0,212555.60338039036,0.0
HLS,Bosque seco,00000000000000000004,2022-08-05,2022-08-13,55,30,0.0,243.64705882352945,0.0,214272.15992838528,0.0
S2,Pastos limpios,00000000000000000000,2022-08-05,2022-08-13,4,20,0.0,545.6705882352941,0.0,213165.6486693139,0.0
S2,Palma,00000000000000000001,2022-08-05,2022-08-13,4,20,0.0,545.6039215686275,0.0,213165.1321457805,0.0
S2,Bananera,00000000000000000002,2022-08-05,2022-08-13,4,20,0.0,545.5333333333333,0.0,213131.89231938383,0.0
S2,Manglar,00000000000000000003,2022-08-05,2022-08-13,4,20,0.0,545.850980392157,0.0,213158.9788100297,0.0
S2,Bosque seco,00000000000000000004,2022-08-05,2022-08-13,4,20,0.0,545.3686274509803,0.0,213163.19644153066,0.0
HLS,Pastos limpios,00000000000000000000,2022-08-13,2022-08-21,55,30,243.78431372549025,243.78431372549025,214276.69850116826,214276.69850116826,100.0
HLS,Palma,00000000000000000001,2022-08-13,2022-08-21,55,30,1.5176470588235293,243.80784313725482,1334.1143822763481,214323.03965705412,0.6224782853075953
HLS,Bananera,00000000000000000002,2022-08-13,2022-08-21,55,30,135.23137254901957,243.75686274509803,118873.76931990072,214272.54065539807,55.47783629031515
HLS,Manglar,00000000000000000003,2022-08-13,2022-08-21,55,30,241.91372549019607,241.91372549019607,212555.60338039036,212555.60338039036,100.0
HLS,Bosque seco,00000000000000000004,2022-08-13,2022-08-21,55,30,243.64705882352945,243.64705882352945,214272.15992838528,214272.15992838528,100.0
S2,Pastos limpios,00000000000000000000,2022-08-13,2022-08-21,2,20,545.6705882352941,545.6705882352941,213165.6486693139,213165.6486693139,100.0
S2,Palma,00000000000000000001,2022-08-13,2022-08-21,2,20,166.37254901960785,545.6039215686275,65001.28387307559,213165.1321457805,30.493394120677376
S2,Bananera,00000000000000000002,2022-08-13,2022-08-21,2,20,192.51372549019607,545.5333333333333,75212.45576004326,213131.89231938383,35.28916059513767
S2,Manglar,00000000000000000003,2022-08-13,2022-08-21,2,20,419.286274509804,545.850980392157,163734.73565506283,213158.9788100297,76.81343594772311
S2,Bosque seco,00000000000000000004,2022-08-13,2022-08-21,2,20,213.38823529411764,545.3686274509803,83405.40160917395,213163.19644153066,39.12748682770458
HLS,Pastos limpios,00000000000000000000,2022-08-21,2022-08-29,56,30,0.0,243.78431372549025,0.0,214276.69850116826,0.0
HLS,Palma,00000000000000000001,2022-08-21,2022-08-29,56,30,0.0,243.80784313725482,0.0,214323.03965705412,0.0
HLS,Bananera,00000000000000000002,2022-08-21,2022-08-29,56,30,0.0,243.75686274509803,0.0,214272.54065539807,0.0
HLS,Manglar,00000000000000000003,2022-08-21,2022-08-29,56,30,0.0,241.91372549019607,0.0,212555.60338039036,0.0
HLS,Bosque seco,00000000000000000004,2022-08-21,2022-08-29,56,30,0.0,243.64705882352945,0.0,214272.15992838528,0.0
S2,Pastos limpios,00000000000000000000,2022-08-21,2022-08-29,4,20,0.0,545.6705882352941,0.0,213165.6486693139,0.0
S2,Palma,00000000000000000001,2022-08-21,2022-08-29,4,20,0.0,545.6039215686275,0.0,213165.1321457805,0.0
S2,Bananera,00000000000000000002,2022-08-21,2022-08-29,4,20,0.0,545.5333333333333,0.0,213131.89231938383,0.0
S2,Manglar,00000000000000000003,2022-08-21,2022-08-29,4,20,0.0,545.850980392157,0.0,213158.9788100297,0.0
S2,Bosque seco,00000000000000000004,2022-08-21,2022-08-29,4,20,0.0,545.3686274509803,0.0,213163.19644153066,0.0
HLS,Pastos limpios,00000000000000000000,2022-08-29,2022-09-06,62,30,136.14117647058828,243.78431372549025,119662.82359667009,214276.69850116826,55.845000615415806
HLS,Palma,00000000000000000001,2022-08-29,2022-09-06,62,30,3.003921568627451,243.80784313725482,2640.655165728401,214323.03965705412,1.2320911321311074
HLS,Bananera,00000000000000000002,2022-08-29,2022-09-06,62,30,33.4313725490196,243.75686274509803,29387.41384037988,214272.54065539807,13.714969613228195
HLS,Manglar,00000000000000000003,2022-08-29,2022-09-06,62,30,221.76862745098038,241.91372549019607,194855.3055604225,212555.60338039036,91.67262704983067
HLS,Bosque seco,00000000000000000004,2022-08-29,2022-09-06,62,30,133.60000000000002,243.64705882352945,117492.39056587957,214272.15992838528,54.833250668284784
S2,Pastos limpios,00000000000000000000,2022-08-29,2022-09-06,4,20,545.6705882352941,545.6705882352941,213165.6486693139,213165.6486693139,100.0
S2,Palma,00000000000000000001,2022-08-29,2022-09-06,4,20,477.6980392156864,545.6039215686275,186634.5680376837,213165.1321457805,87.55398510017439
S2,Bananera,00000000000000000002,2022-08-29,2022-09-06,4,20,446.9098039215687,545.5333333333333,174600.9469330432,213131.89231938383,81.92154868657526
S2,Manglar,00000000000000000003,2022-08-29,2022-09-06,4,20,545.850980392157,545.850980392157,213158.9788100297,213158.9788100297,100.0
S2,Bosque seco,00000000000000000004,2022-08-29,2022-09-06,4,20,537.078431372549,545.3686274509803,209922.8637061025,213163.19644153066,98.47988171057617
HLS,Pastos limpios,00000000000000000000,2022-09-06,2022-09-14,67,30,0.0,243.78431372549025,0.0,214276.69850116826,0.0
HLS,Palma,00000000000000000001,2022-09-06,2022-09-14,67,30,14.733333333333333,243.80784313725482,12951.532290230547,214323.03965705412,6.042995802483369
HLS,Bananera,00000000000000000002,2022-09-06,2022-09-14,67,30,0.0,243.75686274509803,0.0,214272.54065539807,0.0
HLS,Manglar,00000000000000000003,2022-09-06,2022-09-14,67,30,207.07843137254903,241.91372549019607,181947.9573153627,212555.60338039036,85.60016975405156
HLS,Bosque seco,00000000000000000004,2022-09-06,2022-09-14,67,30,243.64705882352945,243.64705882352945,214272.15992838528,214272.15992838528,100.0
S2,Pastos limpios,00000000000000000000,2022-09-06,2022-09-14,2,20,0.0,545.6705882352941,0.0,213165.6486693139,0.0
S2,Palma,00000000000000000001,2022-09-06,2022-09-14,2,20,303.83137254901965,545.6039215686275,118705.67960863307,213165.1321457805,55.68719349816179
S2,Bananera,00000000000000000002,2022-09-06,2022-09-14,2,20,3.1882352941176473,545.5333333333333,1245.5896928375846,213131.89231938383,0.5844220117799335
S2,Manglar,00000000000000000003,2022-09-06,2022-09-14,2,20,545.850980392157,545.850980392157,213158.9788100297,213158.9788100297,100.0
S2,Bosque seco,00000000000000000004,2022-09-06,2022-09-14,2,20,545.3686274509803,545.3686274509803,213163.19644153066,213163.19644153066,100.0
HLS,Pastos limpios,00000000000000000000,2022-09-14,2022-09-22,50,30,16.960784313725487,243.78431372549025,14907.882218663834,214276.69850116826,6.957304421312313
HLS,Palma,00000000000000000001,2022-09-14,2022-09-22,50,30,0.0,243.80784313725482,0.0,214323.03965705412,0.0
HLS,Bananera,00000000000000000002,2022-09-14,2022-09-22,50,30,109.02745098039215,243.75686274509803,95839.7031276328,214272.54065539807,44.727944530123516
HLS,Manglar,00000000000000000003,2022-09-14,2022-09-22,50,30,241.91372549019607,241.91372549019607,212555.60338039036,212555.60338039036,100.0
HLS,Bosque seco,00000000000000000004,2022-09-14,2022-09-22,50,30,0.0,243.64705882352945,0.0,214272.15992838528,0.0
S2,Pastos limpios,00000000000000000000,2022-09-14,2022-09-22,4,20,502.6,545.6705882352941,196340.1442667643,213165.6486693139,92.10684061546371
S2,Palma,00000000000000000001,2022-09-14,2022-09-22,4,20,46.86666666666666,545.6039215686275,18310.568046061206,213165.1321457805,8.589851380355618
S2,Bananera,00000000000000000002,2022-09-14,2022-09-22,4,20,494.29803921568634,545.5333333333333,193114.97309917375,213131.89231938383,90.60820086455472
S2,Manglar,00000000000000000003,2022-09-14,2022-09-22,4,20,545.850980392157,545.850980392157,213158.9788100297,213158.9788100297,100.0
S2,Bosque seco,00000000000000000004,2022-09-14,2022-09-22,4,20,127.99607843137254,545.3686274509803,50028.62091770543,213163.19644153066,23.469633479355323
HLS,Pastos limpios,00000000000000000000,2022-09-22,2022-09-30,62,30,0.0,243.78431372549025,0.0,214276.69850116826,0.0
HLS,Palma,00000000000000000001,2022-09-22,2022-09-30,62,30,0.0,243.80784313725482,0.0,214323.03965705412,0.0
HLS,Bananera,00000000000000000002,2022-09-22,2022-09-30,62,30,0.0,243.75686274509803,0.0,214272.54065539807,0.0
HLS,Manglar,00000000000000000003,2022-09-22,2022-09-30,62,30,0.0,241.91372549019607,0.0,212555.60338039036,0.0
HLS,Bosque seco,00000000000000000004,2022-09-22,2022-09-30,62,30,0.0,243.64705882352945,0.0,214272.15992838528,0.0
S2,Pastos limpios,00000000000000000000,2022-09-22,2022-09-30,2,20,0.0,545.6705882352941,0.0,213165.6486693139,0.0
S2,Palma,00000000000000000001,2022-09-22,2022-09-30,2,20,0.0,545.6039215686275,0.0,213165.1321457805,0.0
S2,Bananera,00000000000000000002,2022-09-22,2022-09-30,2,20,0.0,545.5333333333333,0.0,213131.89231938383,0.0
S2,Manglar,00000000000000000003,2022-09-22,2022-09-30,2,20,0.0,545.850980392157,0.0,213158.9788100297,0.0
S2,Bosque seco,00000000000000000004,2022-09-22,2022-09-30,2,20,0.0,545.3686274509803,0.0,213163.19644153066,0.0
HLS,Pastos limpios,00000000000000000000,2022-09-30,2022-10-08,64,30,66.50196078431372,243.78431372549025,58452.57774753946,214276.69850116826,27.279017343652402
HLS,Palma,00000000000000000001,2022-09-30,2022-10-08,64,30,196.29411764705878,243.80784313725482,172555.49540130008,214323.03965705412,80.51187388785277
HLS,Bananera,00000000000000000002,2022-09-30,2022-10-08,64,30,148.91372549019607,243.75686274509803,130901.64444221045,214272.54065539807,61.09118977252987
HLS,Manglar,00000000000000000003,2022-09-30,2022-10-08,64,30,0.0,241.91372549019607,0.0,212555.60338039036,0.0
HLS,Bosque seco,00000000000000000004,2022-09-30,2022-10-08,64,30,48.13725490196078,243.64705882352945,42333.83174019608,214272.15992838528,19.75703785052852
S2,Pastos limpios,00000000000000000000,2022-09-30,2022-10-08,4,20,545.6705882352941,545.6705882352941,213165.6486693139,213165.6486693139,100.0
S2,Palma,00000000000000000001,2022-09-30,2022-10-08,4,20,545.6039215686275,545.6039215686275,213165.1321457805,213165.1321457805,100.0
S2,Bananera,00000000000000000002,2022-09-30,2022-10-08,4,20,545.5333333333333,545.5333333333333,213131.89231938383,213131.89231938383,100.0
S2,Manglar,00000000000000000003,2022-09-30,2022-10-08,4,20,348.5686274509803,545.850980392157,136118.60048002333,213158.9788100297,63.8577841008209
S2,Bosque seco,00000000000000000004,2022-09-30,2022-10-08,4,20,541.6156862745097,545.3686274509803,211696.32825377217,213163.19644153066,99.31185673125293
HLS,Pastos limpios,00000000000000000000,2022-10-08,2022-10-16,55,30,213.5843137254903,243.78431372549025,187731.9789802104,214276.69850116826,87.6119430126402
HLS,Palma,00000000000000000001,2022-10-08,2022-10-16,55,30,157.36078431372547,243.80784313725482,138330.39203910064,214323.03965705412,64.54294053520704
HLS,Bananera,00000000000000000002,2022-10-08,2022-10-16,55,30,41.63921568627451,243.75686274509803,36602.42765730319,214272.54065539807,17.082183067110183
HLS,Manglar,00000000000000000003,2022-10-08,2022-10-16,55,30,241.91372549019607,241.91372549019607,212555.60338039036,212555.60338039036,100.0
HLS,Bosque seco,00000000000000000004,2022-10-08,2022-10-16,55,30,0.0,243.64705882352945,0.0,214272.15992838528,0.0
S2,Pastos limpios,00000000000000000000,2022-10-08,2022-10-16,4,20,545.6705882352941,545.6705882352941,213165.6486693139,213165.6486693139,100.0
S2,Palma,00000000000000000001,2022-10-08,2022-10-16,4,20,514.6039215686276,545.6039215686275,201053.54202737228,213165.1321457805,94.31821236592988
S2,Bananera,00000000000000000002,2022-10-08,2022-10-16,4,20,541.5450980392156,545.5333333333333,211573.73703086705,213131.89231938383,99.26892438688536
S2,Manglar,00000000000000000003,2022-10-08,2022-10-16,4,20,545.850980392157,545.850980392157,213158.9788100297,213158.9788100297,100.0
S2,Bosque seco,00000000000000000004,2022-10-08,2022-10-16,4,20,421.235294117647,545.3686274509803,164644.22988041895,213163.19644153066,77.23858181380756
HLS,Pastos limpios,00000000000000000000,2022-10-16,2022-10-24,27,30,0.0,243.78431372549025,0.0,214276.69850116826,0.0
HLS,Palma,00000000000000000001,2022-10-16,2022-10-24,27,30,0.0,243.80784313725482,0.0,214323.03965705412,0.0
HLS,Bananera,00000000000000000002,2022-10-16,2022-10-24,27,30,0.0,243.75686274509803,0.0,214272.54065539807,0.0
HLS,Manglar,00000000000000000003,2022-10-16,2022-10-24,27,30,241.91372549019607,241.91372549019607,212555.60338039036,212555.60338039036,100.0
HLS,Bosque seco,00000000000000000004,2022-10-16,2022-10-24,27,30,121.71764705882356,243.64705882352945,107042.64260852283,214272.15992838528,49.95639314239374
S2,Pastos limpios,00000000000000000000,2022-10-16,2022-10-24,2,20,47.08627450980392,545.6705882352941,18394.295927279607,213165.6486693139,8.629108884149938
S2,Palma,00000000000000000001,2022-10-16,2022-10-24,2,20,183.13725490196077,545.6039215686275,71550.67472713704,213165.1321457805,33.56584353495702
S2,Bananera,00000000000000000002,2022-10-16,2022-10-24,2,20,282.64313725490194,545.5333333333333,110424.47439742745,213131.89231938383,51.81039458513015
S2,Manglar,00000000000000000003,2022-10-16,2022-10-24,2,20,545.850980392157,545.850980392157,213158.9788100297,213158.9788100297,100.0
S2,Bosque seco,00000000000000000004,2022-10-16,2022-10-24,2,20,0.0,545.3686274509803,0.0,213163.19644153066,0.0
HLS,Pastos limpios,00000000000000000000,2022-10-24,2022-11-01,7,30,243.78431372549025,243.78431372549025,214276.69850116826,214276.69850116826,100.0
HLS,Palma,00000000000000000001,2022-10-24,2022-11-01,7,30,243.80784313725482,243.80784313725482,214323.03965705412,214323.03965705412,100.0
HLS,Bananera,00000000000000000002,2022-10-24,2022-11-01,7,30,0.0,243.75686274509803,0.0,214272.54065539807,0.0
HLS,Manglar,00000000000000000003,2022-10-24,2022-11-01,7,30,152.8470588235294,241.91372549019607,134298.01186379825,212555.60338039036,63.18253187776847
HLS,Bosque seco,00000000000000000004,2022-10-24,2022-11-01,7,30,10.788235294117644,243.64705882352945,9487.606621237364,214272.15992838528,4.4278298330535995
S2,Pastos limpios,00000000000000000000,2022-10-24,2022-11-01,4,20,545.6705882352941,545.6705882352941,213165.6486693139,213165.6486693139,100.0
S2,Palma,00000000000000000001,2022-10-24,2022-11-01,4,20,545.6039215686275,545.6039215686275,213165.1321457805,213165.1321457805,100.0
S2,Bananera,00000000000000000002,2022-10-24,2022-11-01,4,20,36.81568627450981,545.5333333333333,14383.426941276999,213131.89231938383,6.748603779918142
S2,Manglar,00000000000000000003,2022-10-24,2022-11-01,4,20,545.7647058823532,545.850980392157,213125.28809000633,213158.9788100297,99.98419455740901
S2,Bosque seco,00000000000000000004,2022-10-24,2022-11-01,4,20,433.88627450980385,545.3686274509803,169589.06674661074,213163.19644153066,79.5583241280246
HLS,Pastos limpios,00000000000000000000,2022-11-01,2022-11-09,3,30,139.05490196078435,243.78431372549025,122223.57124047371,214276.69850116826,57.04006646331978
HLS,Palma,00000000000000000001,2022-11-01,2022-11-09,3,30,1.2509803921568627,243.80784313725482,1099.6867893592985,214323.03965705412,0.513097794394362
HLS,Bananera,00000000000000000002,2022-11-01,2022-11-09,3,30,0.0,243.75686274509803,0.0,214272.54065539807,0.0
HLS,Manglar,00000000000000000003,2022-11-01,2022-11-09,3,30,0.0,241.91372549019607,0.0,212555.60338039036,0.0
HLS,Bosque seco,00000000000000000004,2022-11-01,2022-11-09,3,30,0.0,243.64705882352945,0.0,214272.15992838528,0.0
S2,Pastos limpios,00000000000000000000,2022-11-01,2022-11-09,2,20,545.6705882352941,545.6705882352941,213165.6486693139,213165.6486693139,100.0
S2,Palma,00000000000000000001,2022-11-01,2022-11-09,2,20,51.768627450980375,545.6039215686275,20225.68878018251,213165.1321457805,9.488272578439545
S2,Bananera,00000000000000000002,2022-11-01,2022-11-09,2,20,33.87058823529413,545.5333333333333,13232.723022819966,213131.89231938383,6.2087015128596414
S2,Manglar,00000000000000000003,2022-11-01,2022-11-09,2,20,0.0,545.850980392157,0.0,213158.9788100297,0.0
S2,Bosque seco,00000000000000000004,2022-11-01,2022-11-09,2,20,0.0,545.3686274509803,0.0,213163.19644153066,0.0
HLS,Pastos limpios,00000000000000000000,2022-11-09,2022-11-17,7,30,0.0,243.78431372549025,0.0,214276.69850116826,0.0
HLS,Palma,00000000000000000001,2022-11-09,2022-11-17,7,30,20.26274509803921,243.80784313725482,17812.264265711157,214323.03965705412,8.310942348621591
HLS,Bananera,00000000000000000002,2022-11-09,2022-11-17,7,30,0.0,243.75686274509803,0.0,214272.54065539807,0.0
HLS,Manglar,00000000000000000003,2022-11-09,2022-11-17,7,30,241.91372549019607,241.91372549019607,212555.60338039036,212555.60338039036,100.0
HLS,Bosque seco,00000000000000000004,2022-11-09,2022-11-17,7,30,137.25098039215686,243.64705882352945,120703.89242230581,214272.15992838528,56.33204633894009
S2,Pastos limpios,00000000000000000000,2022-11-09,2022-11-17,4,20,5.682352941176471,545.6705882352941,2219.791725547641,213165.6486693139,1.0413458919880787
S2,Palma,00000000000000000001,2022-11-09,2022-11-17,4,20,124.32549019607842,545.6039215686275,48573.27890062515,213165.1321457805,22.786690492799075
S2,Bananera,00000000000000000002,2022-11-09,2022-11-17,4,20,0.0,545.5333333333333,0.0,213131.89231938383,0.0
S2,Manglar,00000000000000000003,2022-11-09,2022-11-17,4,20,545.850980392157,545.850980392157,213158.9788100297,213158.9788100297,100.0
S2,Bosque seco,00000000000000000004,2022-11-09,2022-11-17,4,20,545.3686274509803,545.3686274509803,213163.19644153066,213163.19644153066,100.0
HLS,Pastos limpios,00000000000000000000,2022-11-17,2022-11-25,24,30,0.0,243.78431372549025,0.0,214276.69850116826,0.0
HLS,Palma,00000000000000000001,2022-11-17,2022-11-25,24,30,243.80784313725482,243.80784313725482,214323.03965705412,214323.03965705412,100.0
HLS,Bananera,00000000000000000002,2022-11-17,2022-11-25,24,30,0.0,243.75686274509803,0.0,214272.54065539807,0.0
HLS,Manglar,00000000000000000003,2022-11-17,2022-11-25,24,30,61.839215686274514,241.91372549019607,54334.657205738746,212555.60338039036,25.562561674039348
HLS,Bosque seco,00000000000000000004,2022-11-17,2022-11-25,24,30,243.64705882352945,243.64705882352945,214272.15992838528,214272.15992838528,100.0
S2,Pastos limpios,00000000000000000000,2022-11-17,2022-11-25,4,20,0.0,545.6705882352941,0.0,213165.6486693139,0.0
S2,Palma,00000000000000000001,2022-11-17,2022-11-25,4,20,483.07058823529417,545.6039215686275,188733.5077593633,213165.1321457805,88.53863943859788
S2,Bananera,00000000000000000002,2022-11-17,2022-11-25,4,20,372.3882352941177,545.5333333333333,145486.5455553242,213131.89231938383,68.26127426171806
S2,Manglar,00000000000000000003,2022-11-17,2022-11-25,4,20,512.6392156862745,545.850980392157,200189.4885971965,213158.9788100297,93.91557874538712
S2,Bosque seco,00000000000000000004,2022-11-17,2022-11-25,4,20,545.3686274509803,545.3686274509803,213163.19644153066,213163.19644153066,100.0
HLS,Pastos limpios,00000000000000000000,2022-11-25,2022-12-03,15,30,121.39607843137256,243.78431372549025,106702.30253403608,214276.69850116826,49.79650297041249
HLS,Palma,00000000000000000001,2022-11-25,2022-12-03,15,30,108.07843137254903,243.80784313725482,95008.08502628103,214323.03965705412,44.32938482876448
HLS,Bananera,00000000000000000002,2022-11-25,2022-12-03,15,30,12.12156862745098,243.75686274509803,10655.354073558134,214272.54065539807,4.972804280458182
HLS,Manglar,00000000000000000003,2022-11-25,2022-12-03,15,30,90.97254901960787,241.91372549019607,79931.98359087776,212555.60338039036,37.605211210466734
HLS,Bosque seco,00000000000000000004,2022-11-25,2022-12-03,15,30,204.19607843137263,243.64705882352945,179577.64513777182,214272.15992838528,83.80820224045476
S2,Pastos limpios,00000000000000000000,2022-11-25,2022-12-03,2,20,545.6705882352941,545.6705882352941,213165.6486693139,213165.6486693139,100.0
S2,Palma,00000000000000000001,2022-11-25,2022-12-03,2,20,280.7254901960784,545.6039215686275,109678.1307598039,213165.1321457805,51.452190916850626
S2,Bananera,00000000000000000002,2022-11-25,2022-12-03,2,20,0.0,545.5333333333333,0.0,213131.89231938383,0.0
S2,Manglar,00000000000000000003,2022-11-25,2022-12-03,2,20,0.0,545.850980392157,0.0,213158.9788100297,0.0
S2,Bosque seco,00000000000000000004,2022-11-25,2022-12-03,2,20,545.3686274509803,545.3686274509803,213163.19644153066,213163.19644153066,100.0
