station,period_start,period_end,albedo_hls,albedo_s2,coverage_hls,coverage_s2,difference_hls_minus_s2
Manglar,2022-02-26,2022-03-06,0.16151235976991687,0.1784242453828324,99.02027247771824,99.30135845474761,-0.01691188561291554
Manglar,2022-03-06,2022-03-14,0.16663886931393238,0.18118759923744263,99.02027247771824,99.30135845474761,-0.01454872992351025
Manglar,2022-03-14,2022-03-22,0.17103828753434247,0.19405940918723283,99.02027247771824,99.30135845474761,-0.02302112165289036
Manglar,2022-03-22,2022-03-30,0.1645089084888729,0.19400118993192964,99.02027247771824,99.30135845474761,-0.02949228144305674
Manglar,2022-03-30,2022-04-07,0.1616762112111552,0.19175917467762715,99.02027247771824,99.30135845474761,-0.030082963466471963
Manglar,2022-04-07,2022-04-15,0.1389426048333931,0.1565359212674765,99.02027247771824,99.30135845474761,-0.017593316434083406
Manglar,2022-05-01,2022-05-09,0.13991367323588905,0.1469856553112296,99.02027247771824,99.30135845474761,-0.007071982075340544
Manglar,2022-05-17,2022-05-25,0.14231562818178695,0.16120061844101194,99.02027247771824,99.30135845474761,-0.018884990259224993
Manglar,2022-05-25,2022-06-02,0.14649662080644346,0.15498280729615385,99.02027247771824,99.30135845474761,-0.00848618648971039
Manglar,2022-07-04,2022-07-12,0.15539088525707967,0.16780092360138896,99.02027247771824,99.30135845474761,-0.012410038344309288
Manglar,2022-07-12,2022-07-20,0.15807366392724556,0.18126384437182855,99.02027247771824,99.30135845474761,-0.023190180444582986
Manglar,2022-08-29,2022-09-06,0.17990725946620523,0.20724242826513703,90.77448509222475,99.30135845474761,-0.027335168798931803
Manglar,2022-09-06,2022-09-14,0.16892223532316195,0.19917646023830418,84.7615213318512,99.30135845474761,-0.030254224915142236
Manglar,2022-09-14,2022-09-22,0.16213987141798367,0.18399966126536008,99.02027247771824,99.30135845474761,-0.02185978984737641
Manglar,2022-10-08,2022-10-16,0.15363128561208142,0.16785096683461373,99.02027247771824,99.30135845474761,-0.01421968122253231
