source,station,station_id,period_start,period_end,source_scale_m,NDVI_p02,NDVI_p05,NDVI_p10,NDVI_p90,NDVI_p95,NDVI_p98,nonwater_pixel_count,coverage_pct,products
HLS,Manglar,00000000000000000003,2021-12-11,2021-12-19,30,0.6852671974609512,0.711702436397983,0.7337821464442573,0.8703838756979853,0.877736982251585,0.8841803021454789,272,100.0,8
HLS,Bosque seco,00000000000000000004,2021-12-11,2021-12-19,30,0.380132477831711,0.568556861507126,0.6544472767990018,0.8773158329276004,0.8846174735511294,0.8883007192016819,271,100.0,8
HLS,Pastos limpios,00000000000000000000,2021-12-19,2021-12-27,30,0.6335678896929505,0.6737510486311604,0.6963432171203372,0.8313357682562421,0.8521046977669691,0.8620410298469318,288,100.0,8
HLS,Palma,00000000000000000001,2021-12-19,2021-12-27,30,0.6791179210265303,0.7180801488921814,0.7841117570834042,0.8953363903859631,0.8992346159134584,0.9034257516815278,286,100.0,8
HLS,Bananera,00000000000000000002,2021-12-19,2021-12-27,30,0.5413111204621971,0.793229650019241,0.8425139654359715,0.9079313491965271,0.9079313491965271,0.9114134962029115,287,100.0,8
HLS,Manglar,00000000000000000003,2021-12-19,2021-12-27,30,0.6603508747713718,0.6986704705103247,0.713880882602503,0.8540591292642572,0.8662825800711628,0.8721481564549781,272,100.0,8
HLS,Bosque seco,00000000000000000004,2021-12-19,2021-12-27,30,0.4032841612968432,0.5550076948771139,0.6234240366479061,0.8617195068172155,0.86956088540654,0.8754614860236657,271,100.0,8
HLS,Pastos limpios,00000000000000000000,2021-12-27,2022-01-01,30,0.6053493218243008,0.64551686801265,0.6764715013619438,0.8174164301146695,0.8287203884670216,0.8412796822567181,288,100.0,6
HLS,Palma,00000000000000000001,2021-12-27,2022-01-01,30,0.6937355023159704,0.7324540712325694,0.7663599193493678,0.8831396792692184,0.8872161095305845,0.8900733538724197,286,100.0,6
HLS,Bananera,00000000000000000002,2021-12-27,2022-01-01,30,0.5669322689827623,0.7730853057330673,0.8331310290984157,0.9004836021166678,0.9040261786550828,0.9040261786550828,287,100.0,6
HLS,Manglar,00000000000000000003,2021-12-27,2022-01-01,30,0.6483138305542104,0.6710547274142378,0.6885067300501004,0.8270151805698438,0.8387328446189051,0.8426813263117853,272,100.0,6
HLS,Bosque seco,00000000000000000004,2021-12-27,2022-01-01,30,0.4743628884315702,0.5827104297525008,0.6407477766900096,0.8426771921965152,0.8502966437625838,0.8558866655702508,271,100.0,6
HLS,Pastos limpios,00000000000000000000,2022-01-01,2022-01-09,30,0.6165746026010595,0.6426901314729984,0.675142154752235,0.830431490625574,0.8555507945754186,0.8683242011815655,288,100.0,8
HLS,Palma,00000000000000000001,2022-01-01,2022-01-09,30,0.6838046082685224,0.7203191061596975,0.7783056475763135,0.8936180127379234,0.8968908831395054,0.901659774976222,286,100.0,8
